CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     66.46MiB / 31.35GiB   0.21%     2.28MB / 27.2kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.1MiB / 31.35GiB    0.21%     2.28MB / 26.2kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.11%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.07%     49.38MiB / 500MiB     9.88%     2.28MB / 25.3kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.21%     65.66MiB / 31.35GiB   0.20%     2.29MB / 32.5kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     47.91MiB / 31.35GiB   0.15%     2.28MB / 24.3kB   0B / 0B     21
23a14a580f50   case2-mongodb-1         0.40%     84.21MiB / 31.35GiB   0.26%     19.2kB / 18kB     0B / 0B     44
031a99bce2d8   cloud_publisher         0.00%     49.16MiB / 31.35GiB   0.15%     2.28MB / 25.6kB   0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.83MiB / 31.35GiB   0.19%     2.28MB / 25.2kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.18%     47.95MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       3.65%     67.6MiB / 31.35GiB    0.21%     2.3MB / 53.2kB    0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.1MiB / 31.35GiB    0.21%     2.28MB / 26.2kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.38MiB / 500MiB     9.88%     2.28MB / 25.3kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.64MiB / 31.35GiB   0.20%     2.29MB / 32.5kB   0B / 0B     21
aeb1312c0119   cloud_client            5.11%     48.54MiB / 31.35GiB   0.15%     2.29MB / 40.2kB   0B / 0B     21
23a14a580f50   case2-mongodb-1         4.95%     91.18MiB / 31.35GiB   0.28%     37.9kB / 29.8kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.16MiB / 31.35GiB   0.15%     2.28MB / 25.6kB   0B / 0B     21
f9196119c677   cloud_broker            0.09%     60.84MiB / 31.35GiB   0.19%     2.28MB / 25.5kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.14%     48.03MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.11MiB / 31.35GiB   0.21%     2.31MB / 74.3kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.94MiB / 31.35GiB   0.21%     2.29MB / 38.6kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.38MiB / 500MiB     9.88%     2.28MB / 25.3kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.65MiB / 31.35GiB   0.20%     2.29MB / 32.8kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.54MiB / 31.35GiB   0.15%     2.29MB / 40.2kB   0B / 0B     21
23a14a580f50   case2-mongodb-1         0.33%     91.17MiB / 31.35GiB   0.28%     48.8kB / 36kB     0B / 0B     51
031a99bce2d8   cloud_publisher         0.06%     49.18MiB / 31.35GiB   0.15%     2.28MB / 25.8kB   0B / 0B     21
f9196119c677   cloud_broker            0.05%     60.86MiB / 31.35GiB   0.19%     2.28MB / 25.6kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.18%     48.11MiB / 31.35GiB   0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.00%     68.11MiB / 31.35GiB   0.21%     2.31MB / 74.3kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.94MiB / 31.35GiB   0.21%     2.29MB / 38.6kB   0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.39MiB / 500MiB     9.88%     2.28MB / 25.5kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.75MiB / 31.35GiB   0.20%     2.29MB / 33.4kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.54MiB / 31.35GiB   0.15%     2.29MB / 40.2kB   0B / 0B     21
23a14a580f50   case2-mongodb-1         0.32%     91.17MiB / 31.35GiB   0.28%     49.4kB / 36.1kB   0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.18MiB / 31.35GiB   0.15%     2.28MB / 25.8kB   0B / 0B     21
f9196119c677   cloud_broker            0.00%     60.86MiB / 31.35GiB   0.19%     2.28MB / 25.6kB   0B / 0B     21
26bd36bf276f   edge_iot_smart_dev      0.13%     48.2MiB / 31.35GiB    0.15%     2.27MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                    CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
701d8fbc254d   edge_data_manager       0.07%     68.12MiB / 31.35GiB   0.21%     2.31MB / 74.7kB   0B / 0B     31
9bfae88e0069   cloud_server            0.00%     68.96MiB / 31.35GiB   0.21%     2.29MB / 39kB     0B / 0B     31
46bf71f206f3   edge_subscriber         0.00%     47.53MiB / 31.35GiB   0.15%     2.28MB / 24.7kB   0B / 0B     21
bc42a97cad90   case2-edgeIoTDevSim-1   0.00%     49.39MiB / 500MiB     9.88%     2.28MB / 25.5kB   0B / 0B     21
dadc22ff80b5   edge_broker             0.00%     65.77MiB / 31.35GiB   0.20%     2.29MB / 33.8kB   0B / 0B     21
aeb1312c0119   cloud_client            0.00%     48.55MiB / 31.35GiB   0.15%     2.3MB / 40.6kB    0B / 0B     21
23a14a580f50   case2-mongodb-1         0.36%     91.17MiB / 31.35GiB   0.28%     51kB / 38.3kB     0B / 0B     51
031a99bce2d8   cloud_publisher         0.00%     49.18MiB / 31.35GiB   0.15%     2.28MB / 25.8kB   0B / 0B     21
