CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
7ba14b4c7666   case2-edgeIoTDevSim-266   0.00%     50.19MiB / 500MiB     10.04%    2.33MB / 42.6kB   0B / 0B     21
f319f7f41e2f   case2-edgeIoTDevSim-462   0.00%     48.57MiB / 500MiB     9.71%     2.33MB / 43.5kB   0B / 0B     21
09cc14a0c78a   case2-edgeIoTDevSim-264   0.01%     47.91MiB / 500MiB     9.58%     2.33MB / 41.7kB   0B / 0B     21
b544b62365f3   case2-edgeIoTDevSim-487   0.00%     50.16MiB / 500MiB     10.03%    2.33MB / 46.2kB   0B / 0B     21
e735a8021318   case2-edgeIoTDevSim-342   0.00%     50.15MiB / 500MiB     10.03%    2.33MB / 41.9kB   0B / 0B     21
2fee72a4acb3   case2-edgeIoTDevSim-403   0.02%     46.2MiB / 500MiB      9.24%     2.32MB / 46.5kB   0B / 0B     21
dfafe510e9ed   case2-edgeIoTDevSim-263   0.01%     48.08MiB / 500MiB     9.62%     2.32MB / 42.5kB   0B / 0B     21
2037d79af5df   case2-edgeIoTDevSim-407   0.02%     46.12MiB / 500MiB     9.22%     2.32MB / 44.9kB   0B / 0B     21
1870b47db72a   case2-edgeIoTDevSim-324   0.01%     48.51MiB / 500MiB     9.70%     2.32MB / 41.9kB   0B / 0B     21
a162aaaa1d2c   case2-edgeIoTDevSim-492   0.00%     49.98MiB / 500MiB     10.00%    2.32MB / 39.7kB   0B / 0B     21
6dfa3adcd119   case2-edgeIoTDevSim-239   0.01%     46.18MiB / 500MiB     9.24%     2.33MB / 39.9kB   0B / 0B     21
1d097f705919   case2-edgeIoTDevSim-458   0.00%     46.12MiB / 500MiB     9.22%     2.33MB / 42.9kB   0B / 0B     21
2471ef53e2d3   case2-edgeIoTDevSim-500   0.00%     48.17MiB / 500MiB     9.63%     2.33MB / 41.9kB   0B / 0B     21
71a949ee7825   case2-edgeIoTDevSim-316   0.00%     48.22MiB / 500MiB     9.64%     2.32MB / 49.2kB   0B / 0B     21
e5b3f3b1027f   case2-edgeIoTDevSim-459   0.02%     48MiB / 500MiB        9.60%     2.32MB / 37.5kB   0B / 0B     21
4c64c6b13460   case2-edgeIoTDevSim-242   0.00%     47.99MiB / 500MiB     9.60%     2.32MB / 42kB     0B / 0B     21
46e54b489788   case2-edgeIoTDevSim-334   0.01%     46.04MiB / 500MiB     9.21%     2.32MB / 44.7kB   0B / 0B     21
9af5d6a64014   case2-edgeIoTDevSim-457   0.00%     45.93MiB / 500MiB     9.19%     2.33MB / 43.7kB   0B / 0B     21
f83dac0de4a8   case2-edgeIoTDevSim-405   0.02%     50.03MiB / 500MiB     10.01%    2.33MB / 48.7kB   0B / 0B     21
991700de830c   case2-edgeIoTDevSim-283   0.01%     46.07MiB / 500MiB     9.21%     2.33MB / 42.9kB   0B / 0B     21
bf831edb4d36   case2-edgeIoTDevSim-489   0.01%     46.11MiB / 500MiB     9.22%     2.32MB / 48.5kB   0B / 0B     21
c8c00dfe2fce   case2-edgeIoTDevSim-278   0.01%     48.36MiB / 500MiB     9.67%     2.32MB / 41.3kB   0B / 0B     21
8c73dbbceef6   case2-edgeIoTDevSim-486   0.02%     48.02MiB / 500MiB     9.60%     2.32MB / 43.3kB   0B / 0B     21
c7a03df6b248   case2-edgeIoTDevSim-282   0.00%     48.18MiB / 500MiB     9.64%     2.32MB / 38.9kB   0B / 0B     21
3fd57f8ac75e   case2-edgeIoTDevSim-472   0.01%     48.44MiB / 500MiB     9.69%     2.32MB / 42.3kB   0B / 0B     21
fcbda8158abf   case2-edgeIoTDevSim-491   0.00%     50.12MiB / 500MiB     10.02%    2.33MB / 42.9kB   0B / 0B     21
2b10def82134   case2-edgeIoTDevSim-484   0.00%     48.11MiB / 500MiB     9.62%     2.33MB / 40kB     0B / 0B     21
90a4e5735d0f   case2-edgeIoTDevSim-275   0.00%     48.47MiB / 500MiB     9.69%     2.33MB / 40.7kB   0B / 0B     21
fcdc57a8f99d   case2-edgeIoTDevSim-404   0.01%     48.11MiB / 500MiB     9.62%     2.32MB / 44.8kB   0B / 0B     21
e59afcade34f   case2-edgeIoTDevSim-419   0.01%     50.05MiB / 500MiB     10.01%    2.32MB / 39.5kB   0B / 0B     21
086dbbada129   case2-edgeIoTDevSim-341   0.02%     47.98MiB / 500MiB     9.60%     2.33MB / 44.9kB   0B / 0B     21
fd941539bc7d   case2-edgeIoTDevSim-473   0.01%     45.93MiB / 500MiB     9.19%     2.32MB / 44.2kB   0B / 0B     21
91c46d3b6293   case2-edgeIoTDevSim-229   0.02%     48.17MiB / 500MiB     9.63%     2.32MB / 39.3kB   0B / 0B     21
cdac4d102cdb   case2-edgeIoTDevSim-356   0.01%     46.19MiB / 500MiB     9.24%     2.32MB / 43.1kB   0B / 0B     21
bc063a34bc4e   case2-edgeIoTDevSim-379   0.02%     48.01MiB / 500MiB     9.60%     2.32MB / 42.4kB   0B / 0B     21
26d239d391ca   case2-edgeIoTDevSim-237   0.02%     46.27MiB / 500MiB     9.25%     2.32MB / 46.3kB   0B / 0B     21
6eeca228890d   case2-edgeIoTDevSim-301   0.02%     50MiB / 500MiB        10.00%    2.32MB / 44.1kB   0B / 0B     21
