CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
58c91a429246   case2-edgeIoTDevSim-93    0.00%     48.75MiB / 500MiB     9.75%     2.28MB / 27.3kB   0B / 0B     21
cb3bebd5fc05   case2-edgeIoTDevSim-8     0.00%     49.15MiB / 500MiB     9.83%     2.28MB / 27.3kB   0B / 0B     21
9ae991fba0c1   case2-edgeIoTDevSim-5     0.00%     52.87MiB / 500MiB     10.57%    2.28MB / 24kB     0B / 0B     21
f1c824f36c6f   cloud_client              0.00%     50.84MiB / 31.35GiB   0.16%     2.3MB / 34.6kB    0B / 0B     21
8843c6a4919a   edge_broker               2.17%     79.02MiB / 31.35GiB   0.25%     2.42MB / 130kB    0B / 0B     21
f5e460eceb1c   case2-edgeIoTDevSim-80    0.00%     46.64MiB / 500MiB     9.33%     2.28MB / 26.5kB   0B / 0B     21
CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
f409847191d5   edge_data_manager         0.00%     69.34MiB / 31.35GiB   0.22%     2.32MB / 79.6kB   0B / 0B     31
6191846c4b04   cloud_server              0.00%     67.32MiB / 31.35GiB   0.21%     2.3MB / 41.9kB    0B / 0B     31
b140c7f74e16   case2-edgeIoTDevSim-50    0.00%     47.51MiB / 500MiB     9.50%     2.29MB / 29.2kB   0B / 0B     21
ba30b897839f   case2-edgeIoTDevSim-37    0.00%     47.05MiB / 500MiB     9.41%     2.29MB / 46.3kB   0B / 0B     21
387fa3127b52   case2-edgeIoTDevSim-72    0.00%     47.32MiB / 500MiB     9.46%     2.28MB / 31.6kB   0B / 0B     21
137b39c229ed   case2-edgeIoTDevSim-29    0.00%     45.37MiB / 500MiB     9.07%     2.29MB / 27.5kB   0B / 0B     21
caa2b381b25d   case2-edgeIoTDevSim-75    0.00%     47.18MiB / 500MiB     9.44%     2.28MB / 29.5kB   0B / 0B     21
d2432c9d7737   case2-edgeIoTDevSim-30    0.00%     47.43MiB / 500MiB     9.49%     2.29MB / 32.2kB   0B / 0B     21
5e45a976885d   case2-edgeIoTDevSim-52    0.04%     47.55MiB / 500MiB     9.51%     2.29MB / 27.8kB   0B / 0B     21
68af1cef5c10   case2-edgeIoTDevSim-40    0.04%     47.37MiB / 500MiB     9.47%     2.29MB / 33.1kB   0B / 0B     21
24c81b7a7c5c   case2-edgeIoTDevSim-2     0.04%     49.34MiB / 500MiB     9.87%     2.29MB / 29.7kB   0B / 0B     21
3377d0233d0e   case2-edgeIoTDevSim-63    0.00%     47.37MiB / 500MiB     9.47%     2.29MB / 26kB     0B / 0B     21
7f103cf59377   case2-edgeIoTDevSim-55    0.00%     48.91MiB / 500MiB     9.78%     2.28MB / 28.1kB   0B / 0B     21
3fd57d6eec8b   case2-edgeIoTDevSim-9     0.00%     49.23MiB / 500MiB     9.85%     2.29MB / 28.8kB   0B / 0B     21
72e36f6d9b37   case2-edgeIoTDevSim-94    0.00%     47.38MiB / 500MiB     9.48%     2.28MB / 27.4kB   0B / 0B     21
b4efec81ca6c   case2-edgeIoTDevSim-64    0.00%     45.39MiB / 500MiB     9.08%     2.29MB / 27.6kB   0B / 0B     21
