CONTAINER ID   NAME                     CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
9a497dab47a2   case2-edgeIoTDevSim-6    0.04%     44.92MiB / 500MiB     8.98%     2.28MB / 30.2kB   0B / 0B     21
1ceb45582594   case2-edgeIoTDevSim-1    0.00%     49.61MiB / 500MiB     9.92%     2.28MB / 28.4kB   0B / 0B     21
dd9be776cc1e   case2-edgeIoTDevSim-5    0.00%     47.15MiB / 500MiB     9.43%     2.28MB / 28.3kB   0B / 0B     21
e89b3394e316   case2-edgeIoTDevSim-9    0.00%     49.11MiB / 500MiB     9.82%     2.28MB / 27.1kB   0B / 0B     21
c9d0b05ec6e2   edge_broker              0.24%     64.62MiB / 31.35GiB   0.20%     2.3MB / 40.4kB    0B / 0B     21
ab4df2c66ea7   cloud_publisher          0.00%     46.95MiB / 31.35GiB   0.15%     2.28MB / 25.7kB   0B / 0B     21
faf377dfbef9   cloud_broker             0.00%     60.69MiB / 31.35GiB   0.19%     2.28MB / 26kB     0B / 0B     21
e5e09e8c1780   case2-edgeIoTDevSim-4    0.00%     44.87MiB / 500MiB     8.97%     2.28MB / 26.6kB   0B / 0B     21
84e56a769709   case2-mongodb-1          0.32%     74.39MiB / 31.35GiB   0.23%     33kB / 23.4kB     0B / 0B     42
ab95e721fd5b   case2-edgeIoTDevSim-8    0.00%     47.02MiB / 500MiB     9.40%     2.28MB / 27.9kB   0B / 0B     21
23bd8630a89b   edge_subscriber          0.08%     50.51MiB / 31.35GiB   0.16%     2.29MB / 29.9kB   0B / 0B     21
CONTAINER ID   NAME                     CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
a9bcf1248b2f   edge_data_manager        0.00%     67.4MiB / 31.35GiB    0.21%     2.32MB / 74.5kB   0B / 0B     31
90306ecf2c61   cloud_server             0.00%     68.83MiB / 31.35GiB   0.21%     2.29MB / 41.2kB   0B / 0B     31
7dec0ad70404   case2-edgeIoTDevSim-3    0.00%     47.06MiB / 500MiB     9.41%     2.28MB / 28.2kB   0B / 0B     21
241ae7d4d3f7   case2-edgeIoTDevSim-7    0.04%     47.59MiB / 500MiB     9.52%     2.28MB / 28.6kB   0B / 0B     21
689edfc69bdc   case2-edgeIoTDevSim-2    0.05%     45.3MiB / 500MiB      9.06%     2.28MB / 32.8kB   0B / 0B     21
11b4407dfcde   edge_iot_smart_dev       0.09%     46.37MiB / 31.35GiB   0.14%     2.28MB / 23.9kB   0B / 0B     21
7e88f505be46   cloud_client             0.08%     49.93MiB / 31.35GiB   0.16%     2.29MB / 38.7kB   0B / 0B     21
48be0e4c8bc2   case2-edgeIoTDevSim-10   0.00%     45.35MiB / 500MiB     9.07%     2.28MB / 26.5kB   0B / 0B     21
9a497dab47a2   case2-edgeIoTDevSim-6    0.00%     44.92MiB / 500MiB     8.98%     2.28MB / 30.2kB   0B / 0B     21
1ceb45582594   case2-edgeIoTDevSim-1    0.00%     49.62MiB / 500MiB     9.93%     2.28MB / 28.6kB   0B / 0B     21
dd9be776cc1e   case2-edgeIoTDevSim-5    0.00%     47.17MiB / 500MiB     9.43%     2.28MB / 28.5kB   0B / 0B     21
e89b3394e316   case2-edgeIoTDevSim-9    0.00%     49.13MiB / 500MiB     9.83%     2.28MB / 27.3kB   0B / 0B     21
c9d0b05ec6e2   edge_broker              0.31%     64.54MiB / 31.35GiB   0.20%     2.3MB / 41.7kB    0B / 0B     21
ab4df2c66ea7   cloud_publisher          0.06%     46.97MiB / 31.35GiB   0.15%     2.28MB / 25.9kB   0B / 0B     21
faf377dfbef9   cloud_broker             0.07%     60.71MiB / 31.35GiB   0.19%     2.28MB / 26kB     0B / 0B     21
e5e09e8c1780   case2-edgeIoTDevSim-4    0.00%     44.89MiB / 500MiB     8.98%     2.28MB / 26.8kB   0B / 0B     21
84e56a769709   case2-mongodb-1          0.34%     74.39MiB / 31.35GiB   0.23%     33.4kB / 23.9kB   0B / 0B     42
ab95e721fd5b   case2-edgeIoTDevSim-8    0.00%     47.04MiB / 500MiB     9.41%     2.28MB / 28.1kB   0B / 0B     21
23bd8630a89b   edge_subscriber          0.00%     50.6MiB / 31.35GiB    0.16%     2.29MB / 30.1kB   0B / 0B     21
CONTAINER ID   NAME                     CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
a9bcf1248b2f   edge_data_manager        0.00%     67.41MiB / 31.35GiB   0.21%     2.32MB / 74.8kB   0B / 0B     31
90306ecf2c61   cloud_server             0.00%     68.84MiB / 31.35GiB   0.21%     2.29MB / 41.6kB   0B / 0B     31
7dec0ad70404   case2-edgeIoTDevSim-3    0.04%     47.07MiB / 500MiB     9.41%     2.28MB / 28.4kB   0B / 0B     21
241ae7d4d3f7   case2-edgeIoTDevSim-7    0.00%     47.59MiB / 500MiB     9.52%     2.28MB / 28.6kB   0B / 0B     21
689edfc69bdc   case2-edgeIoTDevSim-2    0.00%     45.3MiB / 500MiB      9.06%     2.28MB / 32.8kB   0B / 0B     21
